task,subtask,episode,original_start,original_end,cropped_traj_start,cropped_traj_end,path,same_gripper_state,instructions_1,instructions_2,instructions_3
pot_from_sink_to_right_stove,let_go_of_pot_from_stove_from_sink,2025_04_09-16_25_49,0,78,56,66,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_25_49,False,Release the pot onto the stove burner.,Let go of the pot over the right stove.,Gently drop the pot onto the burner.
pot_from_sink_to_right_stove,grasp_pot_from_top_right_edge_in_sink,2025_04_09-16_26_22,0,88,7,40,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_26_22,False,Grasp the pot from the top-right corner in the sink,Securely grip the pot at the top-right corner within the sink.,Close the gripper around the pot from the top-right corner in the sink.
pot_from_sink_to_right_stove,go_up_with_pot_from_sink,2025_04_09-16_26_22,0,88,40,49,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_26_22,True,"With the pot already grasped, lift it up out of the sink.","Holding the pot in the gripper, raise it vertically from the sink basin.",Elevate the pot upward while maintaining your grip.
pot_from_sink_to_right_stove,align_above_right_stove_from_sink,2025_04_09-16_26_22,0,88,49,62,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_26_22,True,"While holding the pot, move it above the right stove burner.","With the gripped pot, align it directly over the right stove.",Keep a firm hold and position the pot above the right stovetop.
pot_from_sink_to_right_stove,let_go_of_pot_from_stove_from_sink,2025_04_09-16_26_22,0,88,62,73,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_26_22,False,Release the pot onto the stove burner.,Let go of the pot over the right stove.,Gently drop the pot onto the burner.
pot_from_sink_to_right_stove,grasp_pot_from_top_right_edge_in_sink,2025_04_09-16_27_01,0,74,5,35,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_27_01,False,Grasp the pot from the top-right corner in the sink,Securely grip the pot at the top-right corner within the sink.,Close the gripper around the pot from the top-right corner in the sink.
pot_from_sink_to_right_stove,go_up_with_pot_from_sink,2025_04_09-16_27_01,0,74,35,42,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_27_01,True,"With the pot already grasped, lift it up out of the sink.","Holding the pot in the gripper, raise it vertically from the sink basin.",Elevate the pot upward while maintaining your grip.
pot_from_sink_to_right_stove,align_above_right_stove_from_sink,2025_04_09-16_27_01,0,74,42,53,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_27_01,False,"While holding the pot, move it above the right stove burner.","With the gripped pot, align it directly over the right stove.",Keep a firm hold and position the pot above the right stovetop.
pot_from_sink_to_right_stove,let_go_of_pot_from_stove_from_sink,2025_04_09-16_27_01,0,74,53,63,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_27_01,True,Release the pot onto the stove burner.,Let go of the pot over the right stove.,Gently drop the pot onto the burner.
pot_from_sink_to_right_stove,grasp_pot_from_top_right_edge_in_sink,2025_04_09-16_27_34,0,78,8,35,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_27_34,False,Grasp the pot from the top-right corner in the sink,Securely grip the pot at the top-right corner within the sink.,Close the gripper around the pot from the top-right corner in the sink.
pot_from_sink_to_right_stove,go_up_with_pot_from_sink,2025_04_09-16_27_34,0,78,35,39,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_27_34,True,"With the pot already grasped, lift it up out of the sink.","Holding the pot in the gripper, raise it vertically from the sink basin.",Elevate the pot upward while maintaining your grip.
pot_from_sink_to_right_stove,align_above_right_stove_from_sink,2025_04_09-16_27_34,0,78,35,52,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_27_34,True,"While holding the pot, move it above the right stove burner.","With the gripped pot, align it directly over the right stove.",Keep a firm hold and position the pot above the right stovetop.
pot_from_sink_to_right_stove,let_go_of_pot_from_stove_from_sink,2025_04_09-16_27_34,0,78,52,62,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_27_34,False,Release the pot onto the stove burner.,Let go of the pot over the right stove.,Gently drop the pot onto the burner.
pot_from_sink_to_right_stove,grasp_pot_from_bot_right_edge_in_sink,2025_04_09-16_28_16,0,81,8,40,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_28_16,False,Grasp the pot from the bottom-right corner in the sink,Securely grip the pot at the bottom-right corner within the sink.,Close the gripper around the pot from the bottom-right corner in the sink.
pot_from_sink_to_right_stove,go_up_with_pot_from_sink,2025_04_09-16_28_16,0,81,40,47,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_28_16,True,"With the pot already grasped, lift it up out of the sink.","Holding the pot in the gripper, raise it vertically from the sink basin.",Elevate the pot upward while maintaining your grip.
pot_from_sink_to_right_stove,align_above_right_stove_from_sink,2025_04_09-16_28_16,0,81,47,59,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_28_16,True,"While holding the pot, move it above the right stove burner.","With the gripped pot, align it directly over the right stove.",Keep a firm hold and position the pot above the right stovetop.
pot_from_sink_to_right_stove,let_go_of_pot_from_stove_from_sink,2025_04_09-16_28_16,0,81,59,71,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_28_16,False,Release the pot onto the stove burner.,Let go of the pot over the right stove.,Gently drop the pot onto the burner.
pot_from_sink_to_right_stove,grasp_pot_from_bot_right_edge_in_sink,2025_04_09-16_28_49,0,74,9,33,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_28_49,False,Grasp the pot from the bottom-right corner in the sink,Securely grip the pot at the bottom-right corner within the sink.,Close the gripper around the pot from the bottom-right corner in the sink.
pot_from_sink_to_right_stove,go_up_with_pot_from_sink,2025_04_09-16_28_49,0,74,33,44,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_28_49,True,"With the pot already grasped, lift it up out of the sink.","Holding the pot in the gripper, raise it vertically from the sink basin.",Elevate the pot upward while maintaining your grip.
pot_from_sink_to_right_stove,align_above_right_stove_from_sink,2025_04_09-16_28_49,0,74,44,54,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_28_49,True,"While holding the pot, move it above the right stove burner.","With the gripped pot, align it directly over the right stove.",Keep a firm hold and position the pot above the right stovetop.
pot_from_sink_to_right_stove,let_go_of_pot_from_stove_from_sink,2025_04_09-16_28_49,0,74,54,64,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_28_49,False,Release the pot onto the stove burner.,Let go of the pot over the right stove.,Gently drop the pot onto the burner.
pot_from_sink_to_right_stove,grasp_pot_from_bot_right_edge_in_sink,2025_04_09-16_29_20,0,79,8,38,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_29_20,False,Grasp the pot from the bottom-right corner in the sink,Securely grip the pot at the bottom-right corner within the sink.,Close the gripper around the pot from the bottom-right corner in the sink.
pot_from_sink_to_right_stove,go_up_with_pot_from_sink,2025_04_09-16_29_20,0,79,38,45,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_29_20,True,"With the pot already grasped, lift it up out of the sink.","Holding the pot in the gripper, raise it vertically from the sink basin.",Elevate the pot upward while maintaining your grip.
pot_from_sink_to_right_stove,align_above_right_stove_from_sink,2025_04_09-16_29_20,0,79,45,58,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_29_20,True,"While holding the pot, move it above the right stove burner.","With the gripped pot, align it directly over the right stove.",Keep a firm hold and position the pot above the right stovetop.
pot_from_sink_to_right_stove,let_go_of_pot_from_stove_from_sink,2025_04_09-16_29_20,0,79,58,69,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_29_20,False,Release the pot onto the stove burner.,Let go of the pot over the right stove.,Gently drop the pot onto the burner.
pot_from_sink_to_right_stove,grasp_pot_from_bot_right_edge_in_sink,2025_04_09-16_30_11,0,83,9,38,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_30_11,False,Grasp the pot from the bottom-right corner in the sink,Securely grip the pot at the bottom-right corner within the sink.,Close the gripper around the pot from the bottom-right corner in the sink.
pot_from_sink_to_right_stove,go_up_with_pot_from_sink,2025_04_09-16_30_11,0,83,38,44,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_30_11,True,"With the pot already grasped, lift it up out of the sink.","Holding the pot in the gripper, raise it vertically from the sink basin.",Elevate the pot upward while maintaining your grip.
pot_from_sink_to_right_stove,align_above_right_stove_from_sink,2025_04_09-16_30_11,0,83,44,58,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_30_11,True,"While holding the pot, move it above the right stove burner.","With the gripped pot, align it directly over the right stove.",Keep a firm hold and position the pot above the right stovetop.
pot_from_sink_to_right_stove,let_go_of_pot_from_stove_from_sink,2025_04_09-16_30_11,0,83,58,70,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_30_11,False,Release the pot onto the stove burner.,Let go of the pot over the right stove.,Gently drop the pot onto the burner.
pot_from_sink_to_right_stove,grasp_pot_from_bot_right_edge_in_sink,2025_04_09-16_30_46,0,87,13,46,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_30_46,False,Grasp the pot from the bottom-right corner in the sink,Securely grip the pot at the bottom-right corner within the sink.,Close the gripper around the pot from the bottom-right corner in the sink.
pot_from_sink_to_right_stove,go_up_with_pot_from_sink,2025_04_09-16_30_46,0,87,46,53,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_30_46,True,"With the pot already grasped, lift it up out of the sink.","Holding the pot in the gripper, raise it vertically from the sink basin.",Elevate the pot upward while maintaining your grip.
pot_from_sink_to_right_stove,align_above_right_stove_from_sink,2025_04_09-16_30_46,0,87,53,67,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_30_46,False,"While holding the pot, move it above the right stove burner.","With the gripped pot, align it directly over the right stove.",Keep a firm hold and position the pot above the right stovetop.
pot_from_sink_to_right_stove,let_go_of_pot_from_stove_from_sink,2025_04_09-16_30_46,0,87,67,77,pot_from_sink_to_right_stove/border_of_sink(4x_different_pos)/2025_04_09-16_30_46,True,Release the pot onto the stove burner.,Let go of the pot over the right stove.,Gently drop the pot onto the burner.
pot_from_sink_to_right_stove,default_task,2025_04_09-13_56_31,0,89,9,68,pot_from_sink_to_right_stove/default_task/2025_04_09-13_56_31,False,Move the pot from sink to right stove.,Transfer the pot to the right stove from sink.,Relocate the pot from the sink to the right stove.
pot_from_sink_to_right_stove,default_task,2025_04_09-13_57_20,0,85,11,72,pot_from_sink_to_right_stove/default_task/2025_04_09-13_57_20,False,Move the pot from sink to right stove.,Transfer the pot to the right stove from sink.,Relocate the pot from the sink to the right stove.
pot_from_sink_to_right_stove,default_task,2025_04_09-13_58_03,0,87,7,65,pot_from_sink_to_right_stove/default_task/2025_04_09-13_58_03,False,Move the pot from sink to right stove.,Transfer the pot to the right stove from sink.,Relocate the pot from the sink to the right stove.
pot_from_sink_to_right_stove,default_task,2025_04_09-13_58_45,0,95,11,79,pot_from_sink_to_right_stove/default_task/2025_04_09-13_58_45,False,Move the pot from sink to right stove.,Transfer the pot to the right stove from sink.,Relocate the pot from the sink to the right stove.
pot_from_sink_to_right_stove,default_task,2025_04_09-13_59_24,0,88,10,72,pot_from_sink_to_right_stove/default_task/2025_04_09-13_59_24,False,Move the pot from sink to right stove.,Transfer the pot to the right stove from sink.,Relocate the pot from the sink to the right stove.
pot_from_sink_to_right_stove,default_task,2025_04_09-14_00_02,0,103,10,81,pot_from_sink_to_right_stove/default_task/2025_04_09-14_00_02,False,Move the pot from sink to right stove.,Transfer the pot to the right stove from sink.,Relocate the pot from the sink to the right stove.
pot_from_sink_to_right_stove,default_task,2025_04_09-14_00_45,0,97,10,72,pot_from_sink_to_right_stove/default_task/2025_04_09-14_00_45,False,Move the pot from sink to right stove.,Transfer the pot to the right stove from sink.,Relocate the pot from the sink to the right stove.
pot_from_sink_to_right_stove,default_task,2025_04_09-14_01_26,0,109,8,72,pot_from_sink_to_right_stove/default_task/2025_04_09-14_01_26,False,Move the pot from sink to right stove.,Transfer the pot to the right stove from sink.,Relocate the pot from the sink to the right stove.
pot_from_sink_to_right_stove,default_task,2025_04_09-14_02_53,0,96,9,71,pot_from_sink_to_right_stove/default_task/2025_04_09-14_02_53,False,Move the pot from sink to right stove.,Transfer the pot to the right stove from sink.,Relocate the pot from the sink to the right stove.
pot_from_sink_to_right_stove,default_task,2025_04_09-14_03_37,0,100,10,77,pot_from_sink_to_right_stove/default_task/2025_04_09-14_03_37,False,Move the pot from sink to right stove.,Transfer the pot to the right stove from sink.,Relocate the pot from the sink to the right stove.
pot_from_sink_to_right_stove,default_task,2025_04_09-14_04_26,0,91,6,70,pot_from_sink_to_right_stove/default_task/2025_04_09-14_04_26,False,Move the pot from sink to right stove.,Transfer the pot to the right stove from sink.,Relocate the pot from the sink to the right stove.
pot_from_sink_to_right_stove,default_task,2025_04_09-14_05_08,0,102,8,76,pot_from_sink_to_right_stove/default_task/2025_04_09-14_05_08,False,Move the pot from sink to right stove.,Transfer the pot to the right stove from sink.,Relocate the pot from the sink to the right stove.
pot_from_sink_to_right_stove,default_task,2025_04_09-14_05_53,0,107,10,83,pot_from_sink_to_right_stove/default_task/2025_04_09-14_05_53,False,Move the pot from sink to right stove.,Transfer the pot to the right stove from sink.,Relocate the pot from the sink to the right stove.
pot_from_sink_to_right_stove,default_task,2025_04_09-14_06_35,0,107,8,83,pot_from_sink_to_right_stove/default_task/2025_04_09-14_06_35,False,Move the pot from sink to right stove.,Transfer the pot to the right stove from sink.,Relocate the pot from the sink to the right stove.
pot_from_sink_to_right_stove,default_task,2025_04_09-14_07_16,0,95,8,72,pot_from_sink_to_right_stove/default_task/2025_04_09-14_07_16,False,Move the pot from sink to right stove.,Transfer the pot to the right stove from sink.,Relocate the pot from the sink to the right stove.
pot_from_sink_to_right_stove,default_task,2025_04_09-14_07_54,0,114,7,88,pot_from_sink_to_right_stove/default_task/2025_04_09-14_07_54,False,Move the pot from sink to right stove.,Transfer the pot to the right stove from sink.,Relocate the pot from the sink to the right stove.
pot_from_sink_to_right_stove,default_task,2025_04_09-14_08_37,0,114,7,92,pot_from_sink_to_right_stove/default_task/2025_04_09-14_08_37,False,Move the pot from sink to right stove.,Transfer the pot to the right stove from sink.,Relocate the pot from the sink to the right stove.
pot_from_sink_to_right_stove,default_task,2025_04_09-14_09_18,0,107,9,83,pot_from_sink_to_right_stove/default_task/2025_04_09-14_09_18,False,Move the pot from sink to right stove.,Transfer the pot to the right stove from sink.,Relocate the pot from the sink to the right stove.
